zip	type	decommissioned	primary_city	acceptable_cities	unacceptable_cities	state	county	timezone	area_codes	world_region	country	approximate_latitude	approximate_longitude	population_center_latitude	population_center_longitude	polygon_offset_latitude	polygon_offset_longitude	internal_point_latitude	internal_point_longitude	latitude_min	latitude_max	longitude_min	longitude_max	area_land	area_water	housing_count	irs_estimated_households_2015	irs_estimated_households_2014	irs_estimated_households_2013	irs_estimated_households_2012	irs_estimated_households_2011	irs_estimated_households_2010	irs_estimated_households_2009	irs_estimated_households_2008	irs_estimated_households_2007	irs_estimated_households_2006	irs_estimated_households_2005	acs_estimated_households_2016	acs_estimated_households_2016_margin	acs_estimated_households_2015	acs_estimated_households_2015_margin	acs_estimated_households_2014	acs_estimated_households_2014_margin	acs_estimated_households_2013	acs_estimated_households_2013_margin	acs_estimated_households_2012	acs_estimated_households_2012_margin	acs_estimated_households_2011	acs_estimated_households_2011_margin	population_count	irs_estimated_population_2015	irs_estimated_population_2014	irs_estimated_population_2013	irs_estimated_population_2012	irs_estimated_population_2011	irs_estimated_population_2010	irs_estimated_population_2009	irs_estimated_population_2008	irs_estimated_population_2007	irs_estimated_population_2006	irs_estimated_population_2005	acs_estimated_population_2016	acs_estimated_population_2016_margin	acs_estimated_population_2015	acs_estimated_population_2015_margin	acs_estimated_population_2014	acs_estimated_population_2014_margin	acs_estimated_population_2013	acs_estimated_population_2013_margin	acs_estimated_population_2012	acs_estimated_population_2012_margin	acs_estimated_population_2011	acs_estimated_population_2011_margin	white	black_or_african_american	american_indian_or_alaskan_native	asian	native_hawaiian_and_other_pacific_islander	other_race	two_or_more_races	total_male_population	total_female_population	pop_under_10	pop_10_to_19	pop_20_to_29	pop_30_to_39	pop_40_to_49	pop_50_to_59	pop_60_to_69	pop_70_to_79	pop_80_plus	percent_population_in_poverty	median_earnings_past_year	median_household_income	median_gross_rent	median_home_value	percent_high_school_graduate	percent_bachelors_degree	percent_graduate_degree
78719	STANDARD	0	Austin	NULL	Moores Crossing	TX	Travis County	America/Chicago	512	NA	US	30.18	-97.68	30.1222	-97.67309	30.1062	-97.6727	30.1838	-97.68427	30.0679	30.2233	-97.6999	-97.6337	48311283	2110	586	800	760	770	760	768	735	683	696	725	649	650	496	61	557	84	565	112	598	121	657	137	640	126	1764	1820	1820	1820	1840	1775	1781	1634	1610	1640	1536	1578	1762	381	1485	286	1807	345	1746	299	1717	328	1427	516	1008	62	31	10	0	611	42	908	856	297	293	250	241	244	211	119	76	33	25.1302	19068	38305	439	112500	53.5398	10.9735	4.2478
78645	STANDARD	0	Leander	"Jonestown, Lago Vista, Point Venture"	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.45	-97.97	30.44813	-97.98096	30.4664	-97.9579	30.45	-97.97181	30.371	30.5144	-98.0349	-97.905	81769244	16672062	5698	5620	5340	5270	5220	5065	4932	4746	4748	4873	4398	4262	5989	314	6050	340	5865	299	5725	330	5435	275	5646	385	9773	10160	10160	10080	10190	9947	9769	9376	9226	9433	8733	8755	10290	451	10274	416	10312	437	10148	461	10012	508	10308	518	8971	98	54	88	4	371	187	5010	4763	922	1150	668	1016	1665	1817	1517	720	298	6.7055	35233	73601	1089	191800	95.3902	35.0119	9.9461
78669	STANDARD	0	Spicewood	Briarcliff	NULL	TX	Travis County	America/Chicago	NULL	NA	US	30.48	-98.16	30.41919	-98.0863	30.4723	-98.1824	30.43004	-98.11266	30.2858	30.5397	-98.2715	-97.9803	361644669	23918120	4752	4820	4620	4470	4240	4099	3990	3872	3910	4001	3640	3492	5324	329	5008	318	4965	315	4815	341	4849	329	4644	356	8731	9240	9240	8930	8430	8223	8093	7775	7654	7646	7155	7199	10734	998	9303	713	8909	756	8418	769	8737	787	8834	887	8168	49	44	85	1	228	156	4484	4247	916	969	530	915	1461	1918	1330	487	205	8.0206	43273	83024	1208	301000	95.8642	39.7994	14.1049
78733	STANDARD	0	Austin	"Bee Cave, Bee Caves"	NULL	TX	Travis County	America/Chicago	512	NA	US	30.32	-97.88	30.32582	-97.87348	30.3226	-97.8877	30.32103	-97.88475	30.2865	30.3547	-97.9113	-97.8346	29670128	711252	3122	3930	3880	3910	3870	3895	3747	3673	3752	3889	3409	3269	3111	168	3069	160	3119	158	3216	174	3211	155	3148	126	8762	8950	8950	9030	9010	9018	8808	8570	8380	8324	7673	7939	8886	674	8930	558	9404	558	9475	692	9486	673	9219	570	7444	53	24	824	2	199	216	4397	4365	1339	1683	465	939	1698	1701	675	203	59	3.2612	60191	122860	1459	487900	97.873	71.1864	36.1914
78738	STANDARD	0	Austin	"Bee Cave, Bee Caves, Lakeway, The Hills, Village Of The Hills, Vlg O The Hls"	NULL	TX	Travis County	America/Chicago	512	NA	US	30.32	-97.96	30.32548	-97.95884	30.3122	-97.9329	30.31975	-97.95822	30.2739	30.3677	-98.0125	-97.9047	43968609	285113	4799	8940	8000	7550	6860	6232	5796	5463	5280	4870	4215	3776	6085	340	5669	292	5073	239	4886	279	4606	235	4369	198	12134	18500	18500	17600	16050	14518	13621	12845	11853	11007	9704	9297	14970	679	14795	646	13794	565	13141	583	12457	473	11504	513	10760	151	49	722	1	184	267	5990	6144	1939	1934	719	1502	2420	1677	1202	545	196	4.5202	60559	118795	1344	460200	99.6779	70.977	24.8718
78745	STANDARD	0	Austin	Sunset Valley	NULL	TX	Travis County	America/Chicago	512	NA	US	30.21	-97.8	30.20596	-97.79708	30.2086	-97.8011	30.20684	-97.79742	30.167	30.234	-97.847	-97.7512	34577796	0	25749	31270	31220	30820	30410	30057	28966	28470	27601	28869	26460	25496	27096	315	26488	349	26295	281	26036	297	25876	327	25787	329	55614	51280	51280	51140	51400	51239	50179	49763	47507	48656	45965	45939	61317	1524	59758	1554	58878	1913	57559	1563	54917	1672	55010	1345	40450	2596	601	1133	32	8730	2072	27813	27801	6569	5504	11960	10354	7165	6662	4101	2055	1244	16.9735	31133	50672	1020	170200	86.8981	35.0032	10.0821
78746	STANDARD	0	Austin	"Rollingwood, West Lake Hills, West Lake Hls"	NULL	TX	Travis County	America/Chicago	512	NA	US	30.3	-97.81	30.29089	-97.80756	30.3106	-97.8091	30.29542	-97.80835	30.2395	30.3527	-97.8662	-97.7607	58258653	2362500	11520	13350	13230	13320	13410	14480	13004	12651	13201	13098	12756	12721	11808	199	11793	189	11711	207	11644	222	11553	219	11494	200	26928	26790	26790	27100	27370	28406	26636	26141	26059	25510	25023	27018	27971	748	27928	775	27960	852	27506	800	26939	701	26677	658	23983	214	93	1788	12	309	529	13319	13609	3149	4346	2632	2858	4417	4832	2924	1081	689	5.4933	62273	128936	1225	634000	99.1119	79.0763	36.7536
78652	STANDARD	0	Manchaca	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.13	-97.89	30.13251	-97.8419	30.1264	-97.8178	30.1328	-97.87469	30.0987	30.1677	-97.9573	-97.7961	44786005	0	1823	2380	2320	2260	2310	2249	2221	2192	2138	2115	1981	1991	2081	171	2062	217	2070	241	1942	186	1842	160	1659	188	4466	4260	4260	4220	4310	4214	4132	4265	3976	3911	3795	3991	4919	728	5355	881	5408	933	5117	754	4687	642	4256	777	3869	116	25	51	7	305	93	2288	2178	465	438	654	543	624	813	566	258	105	4.1509	46338	76604	1113	191200	91.6528	44.8142	9.5674
78660	STANDARD	0	Pflugerville	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.44	-97.62	30.45039	-97.62024	30.4564	-97.588	30.43853	-97.59458	30.3814	30.5018	-97.6716	-97.5218	117317488	63757	23950	39660	37310	35940	34060	32164	30816	29613	28805	27958	24813	22753	28063	799	27139	817	26255	631	25332	732	23986	705	22828	733	68789	78440	78440	76620	74230	71204	69260	66642	63111	60579	55533	52696	81698	1946	79067	1775	77046	1771	75038	2050	70407	2062	67630	2008	42256	10731	452	5723	85	6942	2600	33565	35224	12134	11073	8345	12615	11231	7515	3687	1408	781	11.0889	38103	76007	1153	165700	90.2877	35.6197	10.3961
78701	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.26	-97.74	30.26847	-97.74377	30.2713	-97.7414	30.27057	-97.74259	30.2506	30.2839	-97.7557	-97.73	4225636	263055	5036	5110	4870	4700	4590	4622	4289	3939	3594	3305	2674	2569	6105	319	5777	280	5382	234	5145	224	4690	208	4194	246	6841	6360	6360	6190	6140	5990	5613	5189	4743	4309	3548	3570	7401	738	7051	584	6188	565	5915	537	5642	484	5084	565	5480	531	44	409	2	218	157	4260	2581	157	195	2074	1720	990	906	498	168	133	15.7252	61691	86541	1653	372000	95.006	75.5273	37.4254
78702	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.26	-97.71	30.2647	-97.71638	30.2658	-97.7135	30.26338	-97.71449	30.2452	30.2829	-97.7373	-97.6903	12945838	491697	9032	11690	11400	11270	10860	10641	9990	9690	9463	10521	8404	7938	9548	176	9173	178	9050	164	8991	203	8895	222	8830	208	21334	19040	19040	19070	18790	18701	18200	17933	17456	18643	16554	16312	22617	904	21477	978	21855	885	21655	1116	21032	876	20643	1025	11323	3715	334	228	5	4985	744	10887	10447	2898	2533	4321	3769	2583	2169	1424	931	706	31.2313	23289	36197	807	188000	70.474	31.2753	9.2886
78705	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.29	-97.74	30.29042	-97.74052	30.2925	-97.7288	30.29433	-97.73852	30.28	30.3135	-97.7545	-97.7201	5687340	0	11265	6820	6550	5890	5410	5422	5244	5168	5346	5218	4649	4643	10016	282	10023	348	10195	317	10248	331	10521	358	10662	351	31340	6710	6710	6110	5820	5928	5858	5654	5630	5574	5041	5831	32414	1485	32346	1819	31735	1672	31282	2341	30532	1472	29247	1710	22166	980	82	5719	22	1275	1096	15990	15350	403	8866	18817	1398	680	590	415	101	70	66.6667	4906	12143	1088	307200	93.6191	62.7451	26.7697
78721	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.27	-97.68	30.27319	-97.68527	30.2745	-97.681	30.26997	-97.68356	30.2452	30.2868	-97.703	-97.6655	9616066	46866	4153	5480	5430	5340	5160	5026	4777	4626	4742	5316	4336	3980	4485	165	4488	150	4562	151	4534	152	4456	137	4497	142	11425	9990	9990	10010	10180	10048	9812	9713	9726	10405	9322	8937	12153	986	12508	877	12087	748	11482	812	11178	723	11100	771	4303	3976	176	79	4	2545	342	5572	5853	2031	1690	1858	1761	1310	1141	770	533	331	32.9929	22520	33798	899	124800	65.4565	14.1227	3.3553
78722	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.29	-97.71	30.28957	-97.71526	30.2896	-97.7154	30.28996	-97.7147	30.2785	30.3096	-97.73	-97.6986	3922403	0	3034	3620	3680	3450	3440	3391	3337	3164	3109	3209	2876	2881	3283	125	3164	109	3142	98	3167	106	3156	96	3133	116	5901	5220	5220	5030	4940	4864	4801	4678	4505	4628	4234	4332	7292	479	7006	425	6514	407	6355	428	5973	445	5733	514	4288	821	25	169	2	360	236	2986	2915	494	311	1700	1361	661	593	352	180	249	15.7578	35996	50923	974	279200	93.7513	64.4604	23.8027
78723	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.3	-97.69	30.30825	-97.68636	30.3044	-97.6799	30.30426	-97.68572	30.2826	30.3257	-97.7121	-97.661	17971826	0	12398	15030	14830	14410	14090	13681	12943	12359	11894	12399	10552	10102	13353	187	12994	184	12685	191	12536	217	12192	188	12158	230	28330	27880	27880	27010	27130	26681	25747	25126	23366	23488	20989	20793	32496	1273	32155	1416	30955	1062	31234	1364	30999	1476	29869	1357	13892	6979	327	532	19	5472	1109	14569	13761	4467	3208	5488	5004	3592	2961	1898	1045	667	28.5276	25562	42939	840	178500	77.0111	33.0003	11.6766
78724	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.3	-97.62	30.29129	-97.6327	30.2992	-97.6147	30.2971	-97.61777	30.2401	30.3396	-97.6733	-97.5607	63183777	5117792	6138	9860	9420	8820	8450	8013	7519	7300	6806	6746	5672	5235	6616	193	6582	267	6586	296	6174	252	6174	257	6089	272	21696	22920	22920	22050	21340	20559	19691	19149	17070	16219	14116	13222	24558	1622	23612	1565	23313	1753	21454	1743	21677	1453	20447	1565	8339	6167	239	100	6	6165	680	11181	10515	4604	3801	3822	3755	2563	1749	909	362	131	32.4418	20729	38479	947	102000	62.3928	10.8204	2.8935
78726	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.43	-97.84	30.43013	-97.83416	30.4288	-97.8465	30.43075	-97.84009	30.3938	30.4642	-97.8744	-97.8114	28152254	34415	5910	6760	6660	6510	6440	6314	6093	5981	5830	5986	5715	5482	5789	348	5669	323	5750	323	5838	380	5776	282	6072	303	13122	12950	12950	12770	12760	12590	12217	12089	11443	11491	11177	11304	13925	1145	13027	1205	12786	928	13181	1120	12482	899	13198	819	9949	467	58	1704	6	426	512	6492	6630	1825	1896	2503	2178	2214	1461	721	229	95	9.4393	41565	67466	1051	344700	97.0599	60.4558	27.4767
78727	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.43	-97.72	30.42665	-97.7132	30.4329	-97.7262	30.42994	-97.7178	30.4078	30.4532	-97.7697	-97.6719	22212535	879	12984	15010	14660	14450	14010	14156	14068	13853	13660	14043	13143	13089	13805	213	13720	271	13469	266	13141	196	13405	264	13425	236	26689	25660	25660	25000	24320	24402	24525	24110	23372	23615	22528	23204	29085	1074	29354	1151	29506	1025	28563	981	28461	1103	28075	1080	18493	2115	168	3661	14	1390	848	13304	13385	3133	2438	5512	5454	3768	3530	1825	641	388	9.4069	38847	69570	1117	202600	94.7062	51.9257	15.6688
78728	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.45	-97.69	30.44875	-97.68281	30.4551	-97.6836	30.45267	-97.68937	30.4244	30.4894	-97.7212	-97.6663	21002465	47256	10240	11760	11300	11080	10590	10433	10320	9756	9565	9685	9137	8883	10452	298	10176	339	10168	335	10227	366	10324	344	10386	323	20299	19640	19640	19240	18470	18302	18507	17594	16597	16610	15897	15996	21858	935	21081	1057	20794	1246	20817	1225	20939	1267	20232	1051	12596	2843	137	1976	25	1848	874	10015	10284	2860	2047	4700	4031	2847	2051	964	472	327	13.8476	33342	48612	940	170500	91.8762	40.102	12.8338
78730	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.37	-97.84	30.36946	-97.83669	30.3629	-97.8301	30.37046	-97.83585	30.3245	30.4066	-97.8802	-97.7914	37269755	1196694	3647	4390	4130	4010	3930	3835	3714	3622	3531	3274	3107	3132	4030	192	4006	207	3865	191	3862	189	3721	216	3599	224	7955	8390	8390	8260	8110	7834	7704	7456	7179	6743	6430	6684	9038	644	8871	769	8591	833	8916	789	8312	787	8242	925	6996	172	23	486	1	84	193	3985	3970	1154	956	882	1187	1547	1158	745	252	74	5.0461	55100	120568	1138	580300	99.0303	74.2089	30.9459
78739	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.18	-97.89	30.18444	-97.892	30.1876	-97.9053	30.17842	-97.88866	30.1395	30.2099	-97.9289	-97.8467	29613883	0	5537	7820	7490	7430	7250	7137	6841	6654	6676	6526	5952	5495	6301	162	6098	149	5956	163	5731	183	5666	175	5364	154	16792	18860	18860	18810	18450	18064	17370	16943	16328	15787	14510	14129	19564	716	18442	655	18068	758	17198	684	16911	695	15957	578	13983	340	72	1630	12	306	449	8283	8509	3412	2490	761	2857	3180	2196	1253	452	191	1.0252	65374	128597	2001	355900	99.054	71.5369	27.0113
78742	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.24	-97.66	30.23155	-97.67574	30.2466	-97.6573	30.24235	-97.6592	30.2185	30.2631	-97.6913	-97.6257	14853922	524663	322	340	330	350	330	313	308	331	329	372	340	347	296	64	288	61	252	66	310	66	333	72	326	92	820	750	750	800	800	749	733	750	728	745	695	685	714	173	748	194	566	154	810	252	901	300	780	271	536	30	12	2	6	184	50	410	410	158	116	120	113	102	79	55	60	17	50.8642	22609	19688	690	72100	57.0621	21.2806	8.4746
78747	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.13	-97.74	30.14537	-97.75729	30.1237	-97.7187	30.12697	-97.73997	30.0757	30.1656	-97.8068	-97.6788	61578835	15434	5491	8730	8590	8280	7800	7389	6882	6503	6212	6056	5241	4513	6401	298	6376	240	5947	201	5713	239	5447	273	5104	283	14808	17270	17270	16720	16080	15486	14607	13781	12905	12260	10762	9658	19876	1476	18544	1340	16753	1316	15919	1240	14158	1205	13179	1094	9664	1052	183	351	12	2998	548	7345	7463	2352	2118	2479	2716	1734	1479	1113	509	308	12.3884	30393	61599	1104	167800	84.7779	29.4561	6.4273
78750	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.42	-97.8	30.43285	-97.799	30.4347	-97.8008	30.41856	-97.80254	30.3593	30.4795	-97.8444	-97.7692	34704358	577	11723	13820	13730	13470	13470	13349	12816	12478	12611	12927	12187	11863	12305	381	12148	402	12068	413	11684	365	11850	336	11835	323	26814	26730	26730	26440	26350	26328	25606	25056	24347	24746	23825	24549	29991	1262	28626	1260	27912	1201	27012	1010	27119	1051	26734	899	20472	1021	140	3414	18	943	806	13248	13566	3322	3516	3149	3815	4408	4140	2635	1157	672	6.6201	45306	76236	1063	306900	96.5001	56.2749	21.4138
78751	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.31	-97.72	30.31075	-97.72416	30.3098	-97.722	30.31078	-97.72276	30.2943	30.3266	-97.7376	-97.7069	6208225	0	8375	8420	8240	7350	7210	7425	7004	6664	6701	6729	6168	5922	8294	229	8091	214	7985	183	7990	219	8128	240	8260	240	14385	10630	10630	9750	9730	9922	9495	9228	8933	8960	8289	8411	14648	805	14441	716	13838	698	14045	838	14340	833	14526	804	11762	432	70	895	8	730	488	7766	6619	914	742	6465	2669	1468	1180	588	186	173	24.9659	26322	39032	876	297200	97.387	66.6957	28.9385
78752	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.33	-97.7	30.33188	-97.6997	30.3334	-97.71	30.33182	-97.70429	30.3199	30.3478	-97.7279	-97.6733	8658632	0	7944	8790	8670	8300	8100	8033	7797	7227	6717	7020	6267	5922	8402	303	8210	239	8147	281	8031	291	8077	245	7918	237	18064	16400	16400	16140	16300	16692	16943	15880	13850	13570	12652	12024	19902	1170	20153	1350	19639	1374	18381	1367	17170	1068	16494	1042	10787	2124	334	333	10	3781	695	9778	8286	3239	1962	4352	3340	2112	1560	751	407	341	35.3659	21258	34716	805	163900	66.8887	25.8994	8.4527
78756	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.32	-97.74	30.32248	-97.74052	30.3262	-97.7389	30.32223	-97.74017	30.3052	30.3363	-97.7497	-97.7263	4329936	0	4396	4610	4520	4400	4370	4357	4282	4143	3980	4195	3743	3621	4680	161	4678	174	4553	194	4487	146	4503	189	4285	187	7194	6870	6870	6770	6690	6542	6505	6272	5904	6085	5594	5568	8798	623	8908	594	8685	678	8125	623	8060	621	7682	538	6346	184	36	191	3	222	212	3606	3588	659	448	1508	1558	1092	994	508	207	220	11.3215	42485	59854	894	364400	93.8802	66.097	29.9967
78757	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	512	NA	US	30.35	-97.73	30.35128	-97.73087	30.3487	-97.7352	30.35154	-97.73257	30.3278	30.378	-97.755	-97.7128	12731650	0	10898	11880	11620	11530	11410	11382	11293	11081	10971	11444	10651	10479	11414	188	11264	207	11207	213	11206	157	11124	171	11164	157	21310	19900	19900	19620	19580	19389	19444	18996	17993	18404	17416	17638	23611	974	23118	893	23442	993	22655	972	22718	1111	22542	1030	18327	675	150	480	8	1120	550	10453	10857	2612	1583	3386	4323	2979	2819	1580	1059	969	14.6808	34846	57429	912	259400	91.8933	52.0341	20.896
78758	STANDARD	0	Austin	NULL	NULL	TX	Travis County	America/Chicago	"512,737"	NA	US	30.39	-97.71	30.38369	-97.70462	30.3958	-97.7025	30.38798	-97.70686	30.3473	30.421	-97.7411	-97.6782	24044717	0	19577	23520	22500	22060	21650	21140	20635	19799	18627	19172	18078	17008	20489	311	20276	317	19618	354	19290	359	19514	330	19531	335	44072	42090	42090	41940	42200	42384	42120	40715	36445	35942	33838	32388	46506	1745	46972	1671	45134	1801	45623	1653	45105	1446	43577	1653	25073	4810	467	2911	29	9196	1586	23014	21058	7120	4856	10573	8253	5150	4196	2210	1069	645	24.1846	24843	43537	918	146100	78.9111	31.2279	8.5338
78717	STANDARD	0	Austin	NULL	Brushy Creek	TX	Williamson County	America/Chicago	512	NA	US	30.49	-97.75	30.4964	-97.76035	30.4922	-97.7571	30.49238	-97.74831	30.4558	30.5195	-97.8088	-97.7002	33330352	218230	9055	13560	12720	12350	11780	11259	10723	10168	9685	9402	8526	7740	10011	268	9749	256	9617	291	9200	277	9113	308	8759	292	22538	28170	28170	27170	26040	24760	23991	22884	21332	20731	19024	18162	27101	1170	26072	1026	25427	1142	24099	921	23514	1047	22278	900	16376	897	91	3803	31	609	731	11015	11523	4122	3114	2572	4528	4085	2412	1101	398	206	1.9908	49802	93701	1023	247200	97.7169	56.0743	20.4065
78729	STANDARD	0	Austin	NULL	Jollyville	TX	Williamson County	America/Chicago	512	NA	US	30.46	-97.76	30.45146	-97.76759	30.4574	-97.7633	30.4584	-97.75534	30.4346	30.4775	-97.7953	-97.7197	23892699	138740	13284	15490	15160	14930	14780	14630	14279	14006	13290	13332	12630	12044	13936	364	13540	421	13496	455	12635	409	13204	350	12803	335	27108	26280	26280	25970	25930	25728	25330	24581	23193	22954	22318	22490	30151	1001	29386	976	28786	1004	26906	860	28228	1068	27024	1293	20603	1836	183	2233	25	1209	1019	13427	13681	3194	2957	5686	5205	4033	3465	1590	574	404	7.3481	36592	60690	1027	191300	95.9071	44.9609	13.6374
78737	STANDARD	0	Austin	NULL	NULL	TX	Hays County	America/Chicago	512	NA	US	30.19	-97.96	30.19475	-97.96267	30.1828	-97.9597	30.19032	-97.95699	30.1182	30.2423	-98.0262	-97.8783	98923962	4561	4395	7320	6960	6790	6500	6110	5735	5402	5348	5188	4591	4182	5070	228	4942	238	4828	238	4660	223	4632	248	4383	247	12081	16010	16010	15510	14820	13761	13087	12407	11811	11422	10183	9719	14731	633	14544	899	14167	963	13539	658	12882	879	12458	765	10947	141	51	308	19	312	303	5965	6116	1844	1761	674	1521	2072	2182	1315	472	240	3.0704	59390	121094	1232	338700	96.6579	62.1042	24.0325
78641	STANDARD	0	Leander	Volente	Whitestone	TX	Williamson County	America/Chicago	"512,737"	NA	US	30.56	-97.86	30.55914	-97.86523	30.5741	-97.9076	30.56255	-97.9079	30.4222	30.6602	-98.0667	-97.7628	327562016	5229126	15749	25340	23490	22230	20810	19860	18653	17930	17529	17322	15360	14020	18097	499	17339	571	16870	529	16315	448	16117	653	15036	553	44295	52260	52260	49960	47030	45159	43077	41456	39665	38695	35070	32945	55933	1343	52984	1479	51247	1800	48854	1412	47490	1600	43655	1642	36682	1754	303	874	37	3061	1584	22045	22250	8098	6989	4665	7969	6940	5178	2933	1075	448	4.2126	38465	71885	1312	156900	90.0013	31.6115	8.0509
78620	STANDARD	0	Dripping Springs	Dripping Spgs	"Henly, Mount Sharp"	TX	Hays County	America/Chicago	512	NA	US	30.18	-98.08	30.22478	-98.08973	30.2168	-98.1464	30.22413	-98.13481	30.0769	30.3771	-98.2592	-97.9921	442905661	1136277	5633	7730	7490	7310	7030	6906	6636	6530	6574	6502	5972	5774	5821	279	5792	258	5709	252	5712	273	5636	315	5521	294	14367	15950	15950	15750	15170	15023	14585	14471	14183	14006	13245	13447	15140	831	14614	1012	14104	811	14660	1004	14483	954	14578	904	13099	86	84	123	16	653	306	7241	7126	1883	2272	959	1537	2674	2649	1524	579	290	6.0022	47927	89899	1045	316300	94.3847	49.784	15.781
78619	STANDARD	0	Driftwood	NULL	NULL	TX	Hays County	America/Chicago	512	NA	US	30.11	-98.03	30.10738	-98.02482	30.1207	-98.0527	30.11192	-98.03358	30.0463	30.1681	-98.1006	-97.9721	99103227	0	1259	2010	1860	1710	1620	1545	1439	1379	1346	1264	1138	1081	1420	179	1461	298	1441	251	1307	202	1408	247	1490	245	3026	4020	4020	3770	3500	3379	3091	2981	2852	2592	2421	2414	3585	512	3824	1029	3805	987	3446	873	3504	908	3532	816	2832	27	23	14	2	83	45	1520	1506	399	400	190	335	517	623	367	129	66	2.0949	52711	87228	1905	340700	97.4635	68.9166	22.184
78613	STANDARD	0	Cedar Park	NULL	NULL	TX	Williamson County	America/Chicago	512	NA	US	30.51	-97.83	30.49982	-97.82957	30.5096	-97.8272	30.50395	-97.8242	30.4482	30.5563	-97.8943	-97.7454	72746761	365945	24120	35340	34280	33040	31340	30429	29132	27899	27218	26953	24130	22104	25851	547	25412	748	24990	644	24364	618	23203	589	23066	557	65099	74830	74830	73320	70480	68876	66240	63295	60410	58850	54102	51491	75279	1113	73448	1429	70764	1124	68426	1161	65178	1237	63901	1377	53725	2461	290	3535	58	2969	2061	31834	33265	11496	10342	6594	11624	11582	7043	3795	1640	983	5.9695	44929	81928	1107	198900	96.2442	46.442	13.3304
